"category";"params";"param1";"url";"name";"linkInDetail";"linkInCategory";"metaTagTitle";"metaTagDescription";"topDescription";"bottomDescription";
"IV RS NX (20- )";"Typ motoru";"4.0 GT3 RS H6 (368 kW / Benzín)";"4-0-gt3-rs-h6--368-kw-benzin-5";"4.0 GT3 RS H6 (368 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"4.0 GT3 RS (368 kW / Benzín)";"4-0-gt3-rs--368-kw-benzin-5";"4.0 GT3 RS (368 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"4.0 GT3 (368 kW / Benzín)";"4-0-gt3--368-kw-benzin-5";"4.0 GT3 (368 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo S H6 (390 kW / Benzín)";"3-8-t-turbo-s-h6--390-kw-benzin-5";"3.8 T Turbo S H6 (390 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo H6 (368 kW / Benzín)";"3-8-t-turbo-h6--368-kw-benzin-5";"3.8 T Turbo H6 (368 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo S (412 kW / Benzín)";"3-8-t-turbo-s--412-kw-benzin-5";"3.8 T Turbo S (412 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo S (427 kW / Benzín)";"3-8-t-turbo-s--427-kw-benzin-5";"3.8 T Turbo S (427 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo (397 kW / Benzín)";"3-8-t-turbo--397-kw-benzin-5";"3.8 T Turbo (397 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T Turbo (382 kW / Benzín)";"3-8-t-turbo--382-kw-benzin-5";"3.8 T Turbo (382 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 S H6 (283 kW / Benzín)";"3-8-s-h6--283-kw-benzin-5";"3.8 S H6 (283 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 T GT2 RS (515 kW / Benzín)";"3-8-t-gt2-rs--515-kw-benzin-5";"3.8 T GT2 RS (515 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 S (294 kW / Benzín)";"3-8-s--294-kw-benzin-5";"3.8 S (294 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 GTS (316 kW / Benzín)";"3-8-gts--316-kw-benzin-5";"3.8 GTS (316 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 S (261 kW / Benzín)";"3-8-s--261-kw-benzin-5";"3.8 S (261 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 GT3 RS H6 (331 kW / Benzín)";"3-8-gt3-rs-h6--331-kw-benzin-5";"3.8 GT3 RS H6 (331 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 GT3 H6 (320 kW / Benzín)";"3-8-gt3-h6--320-kw-benzin-5";"3.8 GT3 H6 (320 kW / Benzín)";"1";"0";"";"";"";"";
"IV RS NX (20- )";"Typ motoru";"3.8 GT3 (349 kW / Benzín)";"3-8-gt3--349-kw-benzin-5";"3.8 GT3 (349 kW / Benzín)";"1";"0";"";"";"";"";
